sha256,staffing_problem,confidence,primary_reason,evidence_staffing_cited,evidence_keywords_found,evidence_quotes,evidence_explanation
4c163068063f5a11c0c948ee4182b6bd835603dbf3e189fdca9a6639817a92fe,False,high,not_staffing_related,False,[],[],"The report documents a confirmed violation involving a staff member using corporal punishment (punching a youth) and an inappropriate physical restraint. The narrative details the incident timeline, staff actions, and supervisory response, but makes no mention of staffing levels, ratios, coverage gaps, or insufficient personnel. The primary causes appear to be individual misconduct (staff losing control and using excessive force) and potential training/performance issues, not a lack of staff."
4c783b02a9c99d00d75f1d66b956441a46e47e45ac116d74c6017e0645bb4c32,False,high,not_staffing_related,False,[],[],"The report documents a failure in staff responsibility regarding medication transfer, but staffing levels, ratios, coverage gaps, or insufficient personnel are never mentioned. The cause is attributed to mistaken assumptions about responsibility (multiple staff assumed Wolverine Center would transfer medications), lack of awareness of agency duties, and failure to follow up, not to understaffing or staffing shortages."
4c93aae39a9a833401757211dfb9aff1f7d9b9bb8e6e25c65764d73a5b301f02,False,high,not_staffing_related,True,"[""understaffed"", ""short-staffed"", ""staffing concerns""]","[""the facility stated they were understaffed and could not go"", ""Foster Care Worker reported she was asked by Administrator 2 to go to the hospital with Youth A due to staffing concerns"", ""Both Staff 1 and Staff 2 denied being short-staffed at the facility, especially during this time""]","While staffing issues are mentioned in conflicting statements (one person citing understaffing, others denying it), the violation is primarily about failure to follow discharge procedures and provide supervision at the hospital while the youth was still under the facility's care. The analysis shows non-compliance with discharge policy and lack of supervision, not staffing levels as the root cause. The facility had multiple staff present according to documentation."
4c9601db47cddf12b46cab42175fcc902dcc50ffeb9a149e1eb7ab6441f9900e,False,high,not_staffing_related,False,[],"[""on 09/02/2025 staff missed passing the 1:30pm medication, because staff were dealing with a situation"", ""the medication concerns were discussed during the management meeting and the management team is working with the clinical team on a new process to address the issues with medication dispensing"", ""She said if a youth refuses the medication, she documents that in QuickMar and has the youth sign that they refused the medication""]","The confirmed violation (medication errors/missed doses) was primarily attributed to process failures, documentation issues, and staff being distracted by a situation, not insufficient staffing levels, ratios, or coverage gaps. Staffing numbers are mentioned (one nurse on campus, three nurses total) but are not cited as a cause or contributing factor for the medication errors; the report focuses on procedural and training issues instead."
4cb3374db62a04dc4f0a867af84e765b94a21b5dd2bc36bcd8cc8c71cdb96eb4,True,high,ratio_or_minimum_not_met,True,"[""the only staff on the unit"", ""ratio of 1:8 was insufficient""]","[""Staff 1 stated she was the only staff on the unit with eight youths."", ""Wayne County Juvenile Detention\u2019s maximum waking hour ratio is one staff to eight youths on Unit 2A."", ""The agency\u2019s ratio of 1:8 was insufficient to ensure the safety and protection of youth in this incident.""]","The report explicitly documents a staffing ratio problem as the primary cause of the violation. Staff 1 was the only staff present on the unit with eight youths, which met the facility's maximum waking hour ratio of 1:8. However, the investigation concludes this ratio was insufficient to ensure safety and supervision during the incident, as Staff 1 could not adequately intervene or call for help before the fight escalated. The violation is directly attributed to an inadequate staff-to-youth ratio at the time of the incident."
4ccb9d84ad9bb379eef9c0c150fb4fad52a6595e20954bfab597bb8386f695a3,False,high,not_staffing_related,False,[],[],"The report documents one confirmed violation regarding seclusion (locking youth in a stairwell). The investigation does not cite understaffing, failure to meet ratios, shift coverage gaps, or insufficient personnel as a cause. The violation stemmed from a policy/procedure deficiency (lack of a clear prohibition on seclusion) and staff allowing a practice that should have been prohibited. Staffing levels, ratios, or coverage are not mentioned anywhere in the narrative."
4cec19ba00d6e348ce09fa47bc63d0be6d34c18e0630f25385cf5965f60acead,False,high,not_staffing_related,False,[],[],"The report documents an unjustified physical restraint of a youth by a staff member. Multiple witnesses and video evidence indicate the youth was not threatening harm to self or others, making the restraint unjustified. The analysis focuses on staff judgment, policy violation, and lack of justification for restraint, with no mention of staffing levels, ratios, shift coverage, or insufficient personnel as contributing factors."
4da1fe1c0a755f0fdd0b321c8718c791f409e14a433e29697de85bb521d78eaf,False,high,not_staffing_related,False,[],[],"The report documents multiple violations regarding staff conduct (physical response to a youth, inappropriate verbal engagement), incident reporting timelines, and restraint documentation. There is no mention of insufficient staffing, failure to meet ratios, shift coverage gaps, or understaffing as a cause or contributing factor. One staff member (Staff 4) mentioned being 'tired and had worked a long stretch without any days off,' but this is a statement about individual fatigue, not a staffing level or coverage issue. The primary causes are individual staff actions and failures in policy/procedure compliance."
4db26079db2c652397ec8b4aefb02c626e9ead0a4dd9929ec8f26207757362c0,False,high,not_staffing_related,False,[],[],"The report documents multiple deficiencies related to missed timelines, incomplete documentation, and failure to provide required information and services. While the narrative mentions that three different foster care workers were assigned to the case, it does not attribute the violations to understaffing, failure to meet ratios, coverage gaps, or insufficient personnel. The violations are tied to procedural and oversight failures, not documented staffing shortages."
4dbb11421293616a11dd558d4db31d96d8f78dd250f733dc26649c41fa57187f,False,high,not_staffing_related,False,[],[],"The confirmed violations are primarily related to documentation failures (not documenting contacts and extended visits) and policy/procedural violations (allowing out-of-state visits without ICPC approval and failing to notify parents). There is no mention of understaffing, ratio issues, coverage gaps, or insufficient personnel as a cause or contributing factor. The violation stems from individual worker/supervisor actions and oversight, not staffing levels."
4e37f029b0b6dc58b38193c1f74ac036d6a749d2e56a36073d337bee1818e856,False,high,not_staffing_related,False,[],[],"The report documents violations related to policy non-compliance (phone/visit schedules, medication storage, improper seclusion), but staffing levels, ratios, or coverage gaps are never mentioned as causes or contributing factors. The phone call issue was attributed to equipment not being ""up and running,"" visits were delayed due to room setup and scheduling, medication storage was a procedural lapse, and seclusion during showers was described as an incorrect procedure from a prior facility. No statements indicate insufficient personnel."
4e3c2e8eafa8345d17893b6b0143f739a3c04b7ab318f000b94e3c0f366fd197,True,high,understaffed_at_incident_time,True,"[""short staffed"", ""only one staff"", ""alone often"", ""working alone"", ""two staff""]","[""Youth A reported he thinks there should always be two staff on each pod, but a lot of times there\u2019s only one staff present."", ""Staff 5 reported there have been times when they are short staff where she has had to go into the control room to get a youth\u2019s property box."", ""Staff 3 reported when there are two staff present on the pod, typically one staff would try to de-escalate the situation while the other staff put the other youth in their rooms to help with the de-escalation. Staff 3 reported since she was working alone, she did not feel comfortable physically intervening...""]","The report contains multiple explicit statements linking insufficient staffing directly to the violations. Staff 3 was working alone during the 8/5/24 physical altercation and stated she could not physically intervene due to being solo. Multiple youth and staff interviews confirm frequent single-staff coverage on pods, leading to unsupervised periods when that staff must enter the control room, violating line-of-sight supervision policy."
4ed4136bcecbe66aff63e7361a82af05e7fdf752dc7b77f2ec342c6d989787b3,False,high,not_staffing_related,False,[],[],"The violation is clearly attributed to a failure to follow search procedures, specifically that 'the facility failed to complete a search of Youth A’s belongings, which resulted in Youth A bringing marijuana into the facility.' The narrative extensively documents interviews and policy review but contains no mention of understaffing, ratio issues, coverage gaps, or insufficient personnel as a cause or contributing factor."
4f3fba6baa83b2171ce8c48e7157e3df2c841f820675fc02aa5d2ef3ce620df0,False,high,not_staffing_related,False,[],"[""CONCLUSION: VIOLATION NOT ESTABLISHED"", ""There is no evidence the facility failed to follow Methodist\u2019s policy with regard to AWOLs in general."", ""The program statement for Methodist\u2019s shelter indicates \u201cYouth identified as needing intensive psychiatric care are not eligible for admission.\u201d""]","The investigation explicitly concluded that the rule regarding sufficiency of staff (R 400.4126) was NOT violated, stating 'There is no evidence the facility failed to follow Methodist’s policy.' The confirmed violations relate to inappropriate admissions (accepting youths with intensive psychiatric needs/AWOL histories and youths outside the licensed age range) and lack of a policy about securing staff vehicles. Staffing levels, ratios, or coverage gaps are not documented as a cause or contributing factor to the AWOL incident or the licensing violations."
4f7dbb3606eeb6a587d39ae2560a513bd6fede2c4eb3b17c45ab3ee44f26f128,False,high,not_staffing_related,False,[],"[""Despite having three staff to nine youth, staff were not providing the required supervision"", ""The facility lacked sufficient supervision and oversight of the youth, staff and unit""]","The report explicitly states there were three staff present for nine youth at the time of the incident and does not cite understaffing, ratio violations, or coverage gaps as a cause. The violation is attributed to inadequate supervision practices, policy failures, and poor staff oversight, not insufficient staffing levels."
4fd4107bfb6cb1843c222e2cf7adad44766e67dbaa9c095159faf9a4486d558f,False,high,not_staffing_related,False,[],[],"The violation is clearly attributed to individual staff misconduct (Staff 1 initiating a physical altercation and using inappropriate language) and subsequent termination for being unsuitable. Staffing levels, ratios, coverage gaps, or insufficient personnel are not mentioned as contributing factors. Other staff were present and intervened. The cause is documented as the staff member's actions, not staffing."
4fe1eeee77e95944009c98dc12e2646f465a2a543daa5c9ecd95065930a7feee,False,high,not_staffing_related,False,[],[],"The report documents violations related to placement change notification, consideration of placement factors, and parent involvement. The only mention of staffing is a reference to a prior placement having 'one to one staffing' and the current placement securing funding for it, which describes a care arrangement, not a systemic staffing shortage or coverage gap. No staffing levels, ratios, or coverage gaps are cited as causes for the violations."
502feeb4169ad8bb308f47c5216f7303f1f8efd91f0ad84d4817a1ec27214b92,False,high,not_staffing_related,True,"[""limited staff""]","[""Allegation: ... There are limited staff.""]","Although the allegation includes the phrase 'limited staff', the investigation and violation are centered on environmental safety issues—specifically non-operable windows and door locks—not staffing levels. Staffing is not cited as a cause or contributing factor to the established violation."
50361c71597c070cfc741e133b3b369a195726de9eea7ba1dfe6cecec7f9fe5f,False,high,not_staffing_related,False,[],[],"The report documents a physical intervention violation involving improper technique used by two staff members. Staffing levels, ratios, or coverage gaps are not mentioned as contributing factors. The incident analysis focuses solely on improper application of CPI techniques, not on insufficient personnel."
50ade562d772ccca0775ff0e9cfb335389a1cd4aeb59ad7b5656280dc87fd8e9,False,high,not_staffing_related,False,[],"[""He reported the process staff are to follow for an outing includes staff communicating about who they are taking on the outing, and what supervision is provided for youth staying behind. He believed staff did not communicate with each other to ensure all youth were present."", ""She reported the staff did not follow the supervision policy... Staff 1 and Staff 2 used two vans to transport the youth on the outing and it appears that they had communication issues."", ""Staff 1 reported not completing a 'head count' prior to leaving... He reported there was a lack of communication between himself and Staff 2 as to each number of youths in the two vans.""]","The report explicitly attributes the violation to communication failures, policy violations regarding supervision and head counts, and staff assumptions - not to insufficient staffing levels. Two staff members were present for the outing, and there is no mention of understaffing, ratio violations, coverage gaps, or insufficient personnel as factors in the incident."
50ed2233b052689c761c3cf6c1a6584c93cc485f71b7469691f3b85c5a50f8bc,False,high,not_staffing_related,False,[],[],"The report does not mention staffing levels, ratios, coverage gaps, or insufficient personnel as a factor. The violation was established because ""The staff responded inappropriately by getting in Youth A’s face in an aggressive manner, which is not an approved de-escalation technique."" The cause is documented as inappropriate staff conduct and failure to use proper techniques, not a staffing problem."
514083069a3fb508cfa709af5afa58ee6fc1bae14726d26f1e25d844b4370c3b,False,high,not_staffing_related,False,[],[],"The report does not mention understaffing, unmet ratios, coverage gaps, or insufficient personnel as a cause or contributing factor. The violation is primarily attributed to individual staff misconduct (Staff 2's antagonistic behavior, failure to de-escalate, improper restraint technique, and physical assault). Staffing levels are referenced operationally (Staff 1 mentioned they needed to avoid being 'out of ratio'), but this is not cited as a cause of the incident. The root causes are individual performance, policy violations, and training/conduct issues."
516356f4838250dca6674aa544d9a5e1b3f78f456740096f9dd3137c3fb321bc,False,high,not_staffing_related,False,[],[],"The report does not mention staffing levels, ratios, shift coverage, or insufficient personnel as a cause or contributing factor to the violation. The established violation concerns the lack of appropriate behavior management strategies and interventions for a youth who disrobes, with findings focused on staff training, policy, and intervention techniques rather than staffing adequacy."
51f8601dcf0fe27dbb6241889c9426b6776bd5602dec1937652b190b6aa078c0,False,high,not_staffing_related,False,[],[],"The report documents a restraint violation where a youth was carried and held in a prone position during clothing removal. There is no mention of understaffing, ratio violations, coverage gaps, or insufficient personnel as factors. The incident is attributed to individual staff actions (Staff 1 carrying the youth) and improper technique, not staffing levels."
52177faa12d68c336179f5ffa7459abf1ad6bda47f80157fdf21883ca615bd7d,False,high,not_staffing_related,False,[],[],"The incident narrative and investigation focus exclusively on individual staff misconduct (Staff 1 yelling at a youth) and a failure to follow intervention policies prohibiting verbal abuse. There is no mention of understaffing, coverage gaps, failure to meet ratios, or insufficient personnel as a cause or contributing factor. The root cause is identified as a specific staff member's inappropriate behavior, not a systemic staffing issue."
5219d9a1cf1898c266aabde191d622c37b152e010be93c0bee8d76170052304e,False,high,not_staffing_related,True,"[""staff to resident ratio""]","[""The agency was in the required staff to resident ratio while on the outing. There were two staff to 4 residents.""]","The report explicitly states the facility was in compliance with required staff-to-resident ratios at the time of the incident. The confirmed violations relate to failure to follow incident reporting policy and delayed safety plan implementation, not staffing levels or coverage gaps."
52d28ce2708232bd07a46f90e1512f5cee93b5b23ea4dfae90fa0750abfc3a4f,False,high,not_staffing_related,False,[],[],"The violation (Rule 400.4158) was established due to Staff 1's inappropriate verbal comments to youth, not due to staffing levels. The narrative describes individual misconduct and failure to follow intervention standards, but there is no mention of understaffing, coverage gaps, or failure to meet ratios. The investigation focuses on specific staff behavior, policy compliance, and supervision plans, not staffing adequacy."
52e3fcb706041fb1201c8cf2f6bf191ba0cef454b1b7ef80e34605914bdeae00,False,high,not_staffing_related,False,[],[],"The violation is about failure to submit adoption records to MDHHS on time. The cause documented is confusion about file retention dates/rules and COVID-19 causing DHHS offices to refuse file drop-offs, not staffing issues. There is no mention of understaffing, ratios, coverage gaps, or insufficient personnel as a cause or contributing factor."
539ca4186604bedbde96387e576d313bd2a147461bea64a0b9bcd4c8a64fd0f3,False,high,not_staffing_related,False,[],[],"The report describes an improper restraint incident caused by a staff member's failure to apply proper technique and disengage when a restraint hold was not properly implemented. Staffing is not mentioned as a contributing factor; in fact, the report notes Staff 1 was assigned in a one-to-one ratio, and two Crisis Response Team members were present and intervened. The violation is attributed to improper application of technique, not insufficient personnel."
54153956a39fefe11e3fb9b3a30a3a33f73a7b30c05ad372580d57dd86c02305,False,high,not_staffing_related,False,[],[],"The incident narrative describes a staff member (Staff 1) physically assaulting a youth after a confrontation, followed by failures in incident reporting and child protection law compliance. Staffing levels, ratios, coverage gaps, or insufficient personnel are not mentioned as causes or contributing factors. The violations are attributed to individual misconduct, policy violations, and documentation failures."
547c0419d2f43975bf32b3adb30ed460e9c4560c58b47bdfe5f8b6f81dce12ac,False,high,not_staffing_related,False,[],[],"The report documents multiple incidents of inappropriate sexual contact between youth, but staffing levels are not mentioned as a cause or contributing factor. The violation is cited as staff allowing youth to be alone together with limited sight supervision, and analysis focuses on supervision failure rather than insufficient staff numbers. No explicit mention of understaffing, unmet ratios, or coverage gaps is found in the narrative."
5491e92d6d4f0fe0f9cdec3dabad1375a882edfa453f280ce7c97eef975cfac3,False,high,not_staffing_related,False,[],[],"The report details a failure to report an allegation of abuse as required by mandated reporters, with no mention of staffing levels, ratios, coverage gaps, or insufficient personnel. The violation is attributed to individual staff failures to report, lack of communication, and inadequate policy compliance, not staffing issues."
54b385bdc8a5a3092703d6d4b5da3e7061daf6d3c2b0dccd617cd3e82d4c24e4,False,high,not_staffing_related,False,[],[],"The incident involves Staff 1 arranging for a youth to be assaulted and using discriminatory language, and a Supervisor witnessing the assault without intervening. The violation is attributed to individual misconduct (verbal abuse) and supervision failure due to personal judgment/inaction, not staffing levels. No mention is made of understaffing, insufficient personnel, ratio issues, or shift coverage gaps at the time of the incident."
550b95a83136a42eaa9620a29f675010a3679bc4290f5990b39c752aae37dfc7,False,high,not_staffing_related,True,"[""due to her shift ending""]","[""She stated if a youth is prescribed medication to be taken at bedtime, they will get their medication around 4:45pm due to her shift ending."", ""CA stated only nurses staffed from Vital Core provide the medication to the youth."", ""Youth A\u2019s medications are prescribed to be taken during bedtime, however his medication was dispensed to him several hours before his bedtime.""]","The report documents that a bedtime medication was administered early because the main nurse's shift ended at 5:00 PM. While this mentions a shift schedule, it is not described as a staffing shortage, coverage gap, or ratio violation. The cause is a procedural failure to schedule or arrange for appropriate staff coverage for evening medication passes, not a documented lack of available personnel. The facility's corrective action (adjusting the medication time) addresses a policy/procedure issue, not a staffing level issue."
550de02bf44f61cb693ddad93e272643a255410e6c8569c62d37792ff0a4618c,False,high,not_staffing_related,False,[],[],"The report describes two violations: an unsubstantiated allegation of a staff member slapping a youth, and an established violation for failing to provide a written grievance resolution. Neither violation mentions staffing levels, ratios, coverage gaps, or insufficient personnel as a cause or contributing factor. The focus is on individual staff conduct and administrative procedures for grievance handling."
5583eb12febc03216491a459c5c0380368be5e094cd4af36672866b8a5ff2de7,False,high,not_staffing_related,False,[],[],"The report finds a violation because Staff 1 attempted to restrain Youth A alone, contrary to facility policy requiring two or more staff for physical interventions. The report does not mention understaffing, ratio issues, shift gaps, or insufficient personnel as a cause. The violation is attributed to an individual staff member's decision to initiate a single-person restraint, not to a lack of available staff, as other staff (Staff 2, Staff 3, Therapist 1) were present or arriving during the incident."
55dcae46b5e097fa6034b3accd65a6527062dd79851ca2ac6b2564ee455b0e69,False,high,not_staffing_related,True,"[""staffing needs""]","[""Program Manager requested Youth A go to Beaumont Hospital due to staffing needs but it was decided for Staff 2 to go with Youth A to Mott Children Hospital."", ""Girlstown has been unable to hire an in-house therapist since Covid.""]","The confirmed violation is for verbal abuse (a staff member telling a youth to drown themselves), which is an issue of individual misconduct and prohibited intervention, not staffing levels. While staffing is mentioned tangentially (e.g., 'staffing needs' for hospital transport and inability to hire an in-house therapist), these are not cited as causes of the specific violation. The violation is directly attributed to the staff member's inappropriate statement, as documented in youth interviews."
55e3b9fa7e5e104018f875ecb069dcd4a16101cbc6631feddd2b53487e3a14c0,False,high,not_staffing_related,False,[],[],"The report details three specific allegations: unauthorized social media posting, failure to provide grievance procedure information, and concerns about medical appointment involvement/bottle use. None mention staffing levels, ratios, coverage gaps, or insufficient personnel. The violations established center on policy/procedure failures (grievance handling), communication breakdowns between staff, and documentation issues. Staffing is not cited as a contributing factor."
57bc8629ae0f773d5850ac680c17e75eb63e61693d21bea7aa1cfd8853960da8,False,high,not_staffing_related,False,[],[],"The violation involves an administrator accidentally forwarding confidential information via email, which is a breach of confidentiality rules. The report documents administrative error, policy compliance issues, and corrective actions related to training and procedures, but makes no mention of staffing levels, ratios, coverage gaps, or insufficient personnel as contributing factors."
57ef223d4bf673ee105adce4e593c4c438e38624308fe6a1d462919c85bcf104,False,high,not_staffing_related,False,[],[],"The incident report describes multiple staff members present during the altercation (Supervisor 1, Supervisor 2, Staff 1, Staff 2, and Administrator 1), with no mention of understaffing, ratio violations, coverage gaps, or insufficient personnel. The violations are attributed to individual misconduct (physical/verbal abuse), improper use of restraint, and failure to follow CPI protocols, not staffing levels."
57fbe329e31c1fed5194656e6da8d39dfe6b99da5ae113761f64cd39aa706c6a,False,high,not_staffing_related,False,[],[],"The incident was a physical intervention violation involving a staff member pushing a youth multiple times. The report details the specific altercation, interviews with involved parties, and video review. No mention is made of staffing levels, ratios, coverage gaps, or insufficient personnel as a cause or contributing factor. The violation appears rooted in the individual staff member's failure to follow proper intervention policies and techniques, not a lack of available staff."
583e201360d46be322a5d85148b7fe58dbcdc3396256d0a47c345ca1c1699b39,True,high,ratio_or_minimum_not_met,True,"[""out of ratio"", ""ratio is off"", ""below required ratio"", ""staff-to-resident ratio"", ""one staff with three youth""]","[""the staff work one staff to four youth at night and there have been times when they have left three youth with one staff in order to follow a youth who walks out of the facility without permission."", ""the ratio is off compromising supervision"", ""there are times when the units are out of ratio due to the youth running off the unit and staff following leaving one staff with three youth.""]","The investigation specifically cites a violation of Rule 400.4127 for failing to maintain the required staff-to-resident ratio. The analysis documents that the facility operated out of ratio (one staff with three youth) when a staff member had to follow a youth who left the unit, which compromised supervision. This explicit finding of operating below the required ratio meets the criteria for a staffing problem."
58472c3a5bb03e3dc6b7a6f4b01d23e651d44788687d2e4f875819b6e2febce5,False,high,not_staffing_related,False,[],[],"The violation centers on staff misconduct (Staff 3 allowing youth to use her vape and failing to secure it, and allegations of staff providing marijuana). The report extensively details individual staff actions, policy violations, and supervision failures, but nowhere cites understaffing, failure to meet ratios, minimum staffing levels, or shift coverage gaps as contributing factors. The cause is documented as specific staff non-compliance with policy and procedure."
58bfe739ade218b68d3b0a92ef368a70af83b2cbf3f4a52a48c91dec74b1ca3f,False,high,not_staffing_related,False,[],[],"The report documents multiple violations related to improper restraint techniques (bear hug, prone restraint, dragging), improper seclusion, and failure to de-escalate. The narrative focuses on specific staff actions, policy non-compliance, and lack of proper training. There is no mention of understaffing, failure to meet ratios, shift coverage gaps, or insufficient personnel at the time of the incident. The cause is attributed to individual staff conduct and training deficiencies, not staffing levels."
58cf2830e039e931a6f37c7db5cc6b9a55c85828d228d713bae9942fbd62578a,False,high,not_staffing_related,False,[],[],"The violation was caused by staff failures to follow procedures for verifying visit addresses and approving visits to inappropriate locations, not by insufficient staffing. The narrative details specific errors by named staff members (Staff 2 and Staff 3) in checking addresses, verifying with relatives, and communicating, but it does not mention understaffing, ratio issues, or coverage gaps as contributing factors."
58d088271a249738dc62e18bc5953d8e6070ce803d463972ad736e05080841b4,False,high,not_staffing_related,False,[],[],"The violation report documents an unjustified physical restraint of a youth, with analysis focusing on improper use of restraint techniques rather than staffing issues. Staffing levels, ratios, or coverage gaps are not mentioned anywhere in the narrative. The facility states it lacks space and resources to separate different populations, but this refers to physical resources, not personnel shortages."
592218a7faf9ebdabb2b7d41cdfb68d19fa958c0cc06103008f6d014cf730e54,False,high,not_staffing_related,False,[],[],"The violation is a failure to timely report suspected child abuse/neglect as required by law. The report describes a timeline of disclosures and inaction, involving multiple staff members who were present and assigned to the case. Staffing levels, ratios, coverage gaps, or insufficient personnel are never mentioned as a cause or contributing factor. The root cause appears to be a failure in judgment, policy adherence, or training regarding mandatory reporting timelines."
595f709198a22126430451cf8cc71d97f90762c86f3e8041fb0b84593674202b,False,high,not_staffing_related,False,[],[],"The report documents a supervision failure where three staff members were present and observed the horseplay but failed to intervene effectively. Staffing levels, ratios, or coverage gaps are not mentioned as causes. The violation is attributed to staff misconduct (engaging in horseplay themselves), poor judgment, and inadequate supervision despite staff presence, not insufficient personnel."
5963e8777ba056ac919fee8e3642d9eaa42a507aa50696fd208a85a781b2f178,False,high,not_staffing_related,False,[],[],"The violation was the unauthorized use of a foster child's image in agency publicity without parental consent. The narrative describes a process failure in protocol between departments (philanthropy vs. child welfare) and mentions the involved employees from philanthropy are no longer with the agency. There is no mention of understaffing, insufficient staff, ratio issues, shift coverage gaps, or any staffing shortages as a cause or contributing factor. The cause is attributed to a failure in internal procedures, not staffing levels."
5976bccc981c20b2dc57d21a9f769d0395c2cd03809bfcc5300a313817648561,False,high,not_staffing_related,False,[],[],"The violation concerns the agency's failure to identify and address information from a sex offender registry check during the home study process. The report attributes the failure to oversight ('missed this information', 'overlooked'), not to insufficient staffing, coverage gaps, or unmet ratios. Staffing levels, ratios, or coverage are not mentioned as contributing factors."
5a1cf27d8ff1933d1f9ea0b044e3db4d7bb8b0660111a69e67d363e65509a007,False,high,not_staffing_related,False,[],[],"The violation was caused by Staff 1's failure to follow policy by bringing personal items (including medication) out of the locked office and into a common area, and by not remaining within arm's length of a youth on a 1:1 suicide watch safety plan. At the time of the incident, two staff members (Staff 1 and Staff 2) were present and engaged. The report does not mention understaffing, failure to meet ratios, shift coverage gaps, or insufficient personnel as causes or contributing factors. The root cause is documented as individual staff misconduct and policy violation."
5abd61bf50b0b9d9f08af861fb0774ee3078ab1f477e0be38faea5a6ab50f102,False,high,not_staffing_related,False,[],[],"The confirmed violation is for failing to conduct required 15-minute room checks within the prescribed intervals. The report explicitly states room checks were being completed, but some occurred outside the 15-minute parameter. There is no mention of understaffing, insufficient personnel, ratio deficiencies, or shift coverage gaps as a cause or contributing factor. The violation is a documentation/timing compliance issue."
5af25f05e2393c58cdadac94c0eecb5cf2faf77ebff6842dff74d9cbc8cad82d,False,high,not_staffing_related,True,"[""Staff to student ratio is 1:8"", ""sufficient number"", ""enough staff""]","[""The agency has a 1:8 ratio. There were two staff supervising the residents."", ""The agency had enough staff assigned to provide for the continual needs, protection, and supervision of residents."", ""CONCLUSION: VIOLATION NOT ESTABLISHED""]","The report explicitly states that staffing levels met the required 1:8 ratio and that there were enough staff assigned. The established violation was due to failure to maintain line-of-sight supervision per policy, not due to understaffing or ratio deficiencies."
5b7f06ca1588153cc4fd92618a9360ec7455043fbff262282eb46b554513f976,False,high,not_staffing_related,False,[],[],"The report documents a violation related to failure to document providing a renewal application within the required timeframe and issues with communication/response between the agency and foster parent. Staffing issues are not mentioned as a cause, contributing factor, or condition. The violation is attributed to documentation practices and communication breakdown, not understaffing, ratio deficiencies, or coverage gaps."
5b89aed68e2c71f6da786c70b1072e1019c71bedff089120d4d0f293b618b38e,False,high,not_staffing_related,False,[],[],"The confirmed violations involve failure to perform bed checks within required time intervals and staff sleeping on duty. While staff misconduct and failure to follow supervision procedures are documented, there is no mention of understaffing, failure to meet ratios, shift coverage gaps, or insufficient personnel as contributing factors. The report discusses specific staff behaviors, not staffing levels."
5bb3797a28fea0e6f49652bac8da49c60efd9341ac4550d1d77b6f71a58461d6,False,high,not_staffing_related,False,[],[],"The violation is about failing to submit adoption records to MDHHS within the required timeframe. There is no mention of staffing issues, ratios, coverage gaps, or insufficient personnel in the entire report. The cause appears to be administrative/process failure, with the Chief Administrator acknowledging the missed deadlines."
5be11394f17400d913f9cd40dad7c3d00dbe916c1bdc558a7b885525118178c7,True,high,ratio_or_minimum_not_met,True,"[""lack of staffing"", ""staff shortage"", ""call offs"", ""not enough staff"", ""unable to provide for the protection""]","[""Both staff, youth, and supervisors all acknowledged that youth were assaultive in their groups and staff had to wait for additional staff to come to the unit to help separate or restrain the youth."", ""Staff 1 reported there are a lot of 'call offs,' which create a problem for ratio."", ""Supervisor 1 reported they have a staff shortage so when youth are fighting, they will call out for a 'clear' and then any staff available will come to help."", ""The agency is non-compliant with this rule. Although the agency is in the staff to student ratio outlined in their Program Statement, they are unable to provide for the protection of the youth they are supervising at that ratio.""]","The report explicitly documents that staffing shortages directly caused violations of Rule 400.4125 regarding sufficiency of staff. The investigation found that staff could not properly intervene during youth fights due to 'lack of staffing,' 'call offs,' and 'staff shortage,' resulting in youth being assaulted while waiting for additional staff to arrive. The agency was unable to provide protection despite meeting the documented 1:3 ratio, indicating insufficient personnel for required supervision."
5bf533323ad37b66f3dd6719723bf6f89308b9f507e41874902bceb972a75651,False,high,not_staffing_related,False,[],[],"The narrative details a specific incident of improper physical intervention by a Unit Manager, who used an unauthorized restraint and failed to de-escalate a situation. The violation is attributed to the staff member's improper conduct, lack of appropriate judgment, and failure to follow training, not to insufficient staffing levels. Staffing ratios, coverage gaps, or understaffing are not mentioned as causes or contributing factors. The root causes identified are individual misconduct and deficient staff qualifications."
5c05bb971b1d94f4b7208a21d5b72cdf595a8e314d90e2cee8e771c36338b5a4,False,high,not_staffing_related,False,[],[],"The report does not mention staffing levels, ratios, coverage gaps, or understaffing as a cause or contributing factor. The confirmed violations relate to improper restraint technique (Rule 400.4159) and failure to report restraints on the prescribed form (Rule 400.4163). The investigations attribute the violations to individual staff performance (use of an unapproved restraint hold) and administrative process failure (not entering reports into MiSACWIS), not to insufficient personnel."
5c39ed099e689f81e52163082d585c158eda205c28020998e67c4af32d334623,False,high,not_staffing_related,False,[],[],"The violation is clearly about an inappropriate personal relationship between a staff member and a resident, violation of facility policy regarding contact after discharge, and failure to perform assigned duties. While historical violations mention 'CCI 126 Sufficiency of staff' twice, the current incident narrative contains no mention of understaffing, insufficient personnel, ratio issues, or shift coverage gaps as factors contributing to this specific violation."
5c41f1a034c9f11a4bb338154b88fd4e6ca83d9d602333987164ab331c76ef83,False,high,not_staffing_related,False,[],[],"The report documents violations related to verbal abuse by a specific staff member, failure to provide continuous 1:1 supervision due to poor assignment communication, and staff misconduct. While there's a mention of 'staffing gaps' in a general consultation section, it's presented as a recommendation for future practice, not as a documented cause or condition at the time of the specific violations. The 1:1 supervision failure is attributed to unclear staff assignment ('work it out amongst each other') and poor shift transition, not to a lack of available personnel."
